booking_id,external_booking_ref,customer_name,customer_email,service,service_code,booking_date,start_time,end_time,checkin_time,checkout_time,location,channel,source_system,staff_assigned,dog_name,dog_breed,dog_weight,dog_gender,temperament,medication,food_preference,special_instructions,promo_code,discount,price,tax_rate,is_cancelled,cancel_reason,is_repeat_customer,customer_rating,customer_feedback,created_at,updated_at,notes
100,,Mariam Ali,mariamal@email.com,GROOMING,GR,2024-04-28,09.00,11:00 AM,09.36,,Stockholm,email,export_v1,David,Charlie,Dachshund,,M,anxious,NULL,,,newyear,,40,,,no show,N,5 ,great!,2024/04/21,03/05/2024,late pickup fee applied
101,,sofia andersson,sofiaand729@company.se,Training,TR,01-04-2024,09.00,10:00 AM,08:41,05:58 PM,Täby,instagram,export_v2,David,Rocky,Husky,unknown,M,NaN,NULL,,,VIP5,5,35,,,,no,5,ok,2024/03/29,02 Apr 2024,first visit
102,,Lin Chen,linchen811@email.com,Boarding,BD,2024.02.12,19:00,11:00,09:05,NaN,Täby,IG,excel,Anna,Coco,Golden Retriever,,NULL,calm,insulin,,,newyear,0,60,,,n/a,N,,,07 Feb 2024,15/02/2024,
103,,lin chen,linchen129@outlook.com,,n/a,2024.01.03,17:30,08.30,n/a,NULL,,email,,,Coco,German Shepherd,12kg,female,aggressive,,,,VIP5,10,NaN,,0,,,2,,28-12-2023,Jan 03 2024,first visit
104,,maría lopez,maríalóp@gmail.com,training,TR,2024/03/08,25:00,09.00,09:05,,Stockholm,NaN,pos_export,,,Beagle,unknown,female,reactive,none,raw,separate from big dogs,,0,35,,,,,,n/a,2024-03-08,NULL,
105,BK_8MDZFWQV,Jonas  Nilsson,jonasnil@email.com,Grooming,,27 Mar 2024,08:00 AM,10:0,,,Solna,,export_v2,,Coco,German Shepherd,NULL,,anxious,,kibble,no treats,,,twentyfive,0.25,No,NaN,,5,,24/03/2024,n/a,n/a
106,BK_6V337PD7,luis perez,luispere308@outlook.com,Grooming,GR,2024-03-30,13:00,02:00 PM,,17:10,Solna,phone,form,David,,Mixed,12kg,M,playful,antibiotics,,,newyear,0,40,"0,25",,no show,yes,,late pickup,30/03/2024,2024.03.31,
107,LEGACY-7NJKHV,Fatima Khan,fatimakh311@gmail.com,boarding,BD,13-03-2024,17.30,08:30,,17:03,STOCKHOLM,IG,,Felix,Max,,,female,PLAYFUL,,,,WELCOME10,,60,"0,25",YES,weather,,5 ,,03/03/2024,Mar 14 2024,
108,BK_ENWWZ3FO, Jonas Nilsson ,jonasnil31@outlook.com,vet shuttle,NaN,2024/03/24,10:00 AM,06:00 PM,NaN,n/a,Stockholm,insta,excel,David,Rocky,MIXED,unknown,F,reactive,,,,WELCOME10,0,20,"0,25",no,,no,3,,2024/03/18,28 Mar 2024,
109,, Jonas Nilsson ,jonasnil31@outlook.com,Training,TR,2024-03-18,13.00,03:00 PM,,,Stockholm,phone,,Hugo,Coco,French Bulldog,,,calm,none,kibble,NaN,,5,35,"0,25",no,sick dog,,,,n/a,Mar 20 2024,
110,LEGACY-5XHQ3U,Jonas Nilsson,jonasnil@gmail.com,TRAINING,TR,Mar 10 2024,08:00,10:00 AM,09:05,,Solna,IG,,,Rocky,Golden Retriever,3.9,Unknown,shy,,raw,separate from big dogs,NaN,NULL,35,0.25,,sick dog,no,NaN,great!,2024/00/12,2024.03.10,
111,BK_ZTGBCQTA,lin  chen,NaN,Daycare,DC,19 Mar 2024,09:00,10:00 AM,,,STOCKHOLM,walk-in,form,Ida,Luna,Beagle,,Unknown,aggressive,,,,,5,25,,,weather,yes,5 ,great!,Mar 14 2024,03/22/2024,n/a
112,BK_8UWOXT11,Luis P.,luispere745@outlook.com,Daycare,DC,Apr 22 2024,09:00,10:00 AM,,,Sthlm,IG,pos_export,,Luna,Husky,,U,NULL,,n/a,separate from big dogs,,n/a,NULL,25%,yes,,Y,,,Apr 14 2024,Apr 23 2024,
113,,SOFIA ANDERSSON,sofiaand316@company.se,Grooming,GR,12 Feb 2024,04:00 PM,17.00,09:04 AM,,Nacka,walk-in,export_v1,,,German Shepherd,,F,reactive,n/a,kibble,NULL,,,40,0.25,,NaN,,5,,2024/02/09,Feb 16 2024,
114,BK_UGYFUNMA,DAVID STONE,davidsto@gmail.com,grooming,n/a,2024/04/26,08.00,10:00,,05:38 PM,Huddinge,email,export_v2,Felix,Charlie,mix,12kg,NaN,n/a,insulin,hypoallergenic,NULL,n/a,,40,0.25,,sick dog,,3,great!,20 Apr 2024,27 Apr 2024,VIP
115,,David Stone,davidsto949@outlook.com,Nail Trim,NT,04/11/2024,09:00,10:00 AM,09:25 AM,,,IG,export_v2,Ida,Bella,mix,,female,reactive,insulin,n/a,separate from big dogs,,10,15,"0,25",0,NaN,,,great!,2024.04.04,2024.04.14,first visit
116,BK_R0BGNFXU,Emma Johansson,emmajoha@gmail.com,Boarding,BD,11/01/2024,05:30 PM,09:30,,17:10,Stockholm,insta,,Björn,,Chihuahua,,U,NaN,antibiotics,,,,5,60,25%,no,NULL,,NaN,,2024-01-11,2024-01-14,VIP
117,,LIAM  ANDERSSON,liamande@gmail.com,Vet Shuttle,VS,2024-04-08,10:00,12:00 PM,09:05,17:10,,IG,export_v2,Ida,,Mixed,13.8,Unknown,,NULL,kibble,separate from big dogs,,10,20,,0,,NaN,,great!,04/03/2024,13/04/2024,late pickup fee applied
118,,SARA LIND,NULL,nail trim,NT,2024.04.29,13.00,21:00,,NULL,Sthlm,email,export_v2,Anna,,German Shepherd,n/a,n/a,shy,insulin,NULL,,,,15,"0,25",YES,n/a,,n/a,n/a,2024/04/28,04/29/2024,late pickup fee applied
119,n/a,emma  johansson,emmajoha203@gmail.com,daycare,DC,21/03/2024,08:00,10:00,09:05,16:40,Täby,email,export_v2,Ida,Rocky,French Bulldog,,U,,NaN,hypoallergenic,handle with care,VIP5,10%,25,0.25,,,Y,,NULL,12-03-2024,26-03-2024,late pickup fee applied
120,,david stone,davidsto@gmail.com,Boarding,BD,2024-03-23,n/a,10:00,09:05,17.13,Sundbyberg,phone,export_v2,Felix,,Husky,n/a,NaN,anxious,,,,newyear,,60,,0,sick dog,Y,2,n/a,14 Mar 2024,NaN,
121,,maria lopez,,GROOMING,GR,2024.02.21,13.00,15.00,09:05,NULL,Sthlm,partner,form,,,Golden Retriever,,,anxious,,kibble,,VIP5,,40,0.25,1,,n/a,3,ok,,2024.02.21,VIP
122,,nora hansen,norahans581@company.se,GROOMING,GR,2024-08-02,08:00 AM,09.00,09:07,17:07,Nacka,instagram,export_v2,,Bella,,9.5,U,playful,,,,,5,,"0,25",YES,NULL,yes,2,NaN,30-01-2024,2024-02-09,
123,LEGACY-HHB1MT,KARIN LUND,karinlun871@gmail.com,Vet Shuttle,VS,2024/01/20,NaN,09:00 PM,NULL,17:10,Stockholm,email,,,Coco,Chihuahua,12kg,female,playful,NaN,kibble,separate from big dogs,newyear,,,25%,no,n/a,N,,,2024.01.20,Jan 25 2024,
124,, Frida Karlsson ,fridakar@gmail.com,vet shuttle,VS,22-02-2024,16.00,06:00 PM,,,Solna,phone,sheets,Greta,,Golden Retriever,,male,anxious,insulin,hypoallergenic,,WELCOME10,n/a,20,25%,,no show,Y,2,NaN,19 Feb 2024,22 Feb 2024,first visit
125,BK_WNUK491R,Mariam Ali,mariamal803@email.com,nail trim,NT,Mar 09 2024,08:00 AM,9am,,17:10,,website,export_v1,,Charlie,MIXED,NULL,M,calm,antibiotics,,n/a,NaN,0,15,,No,,Y,5 ,,04/03/2024,Mar 10 2024,
126,LEGACY-1Q2G15,Lin Chen,linchen811@email.com,vet shuttle,VS,Feb 10 2024,16.00,17.00,,16.42,,,sheets,n/a,Max,German Shepherd,12kg,M,,NaN,raw,,,0,20,,n/a,weather,N,NaN,late pickup,01/02/2024,13/02/2024,
127,,OSCAR BERG,n/a,vet shuttle,VS,2024-01-14,9:0,17:00,08:42 AM,NULL,STOCKHOLM,IG,,,,MIXED,12kg,female,reactive,,hypoallergenic,no treats,newyear,n/a,20,"0,25",yes,NaN,yes,,ok,04-01-2024,NULL,first visit
128,LEGACY-V2XN7Y,Liam Andersson,liamande@email.com,boarding,BD,28-01-2024,17:30,09:30,n/a,04:30 PM,Nacka,insta,pos_export,Clara,Milo,Labrador,12kg,M,shy,none,kibble,separate from big dogs,WELCOME10,10,60,25%,yes,,no,2,n/a,2024/01/20,30 Jan 2024,
129,,noah eriksson,noaherik618@outlook.com,DAYCARE,DC,06 Apr 2024,10:0,,09:05,05:42 PM,STOCKHOLM,IG,pos_export,,,Chihuahua,unknown,M,calm,,,NaN,,5,25,0.25,,sick dog,no,5,,30 Mar 2024,Apr 06 2024,VIP
130,n/a,Olivia Lind,oliviali@email.com,Grooming,GR,09-02-2024,01:00 PM,09:00 PM,09:05,,Solna,insta,export_v1,Anna,Charlie,MIXED,,Unknown,shy,insulin,hypoallergenic,separate from big dogs,,,40,,,,NaN,4,NULL,2024-02-02,Feb 14 2024,NULL
131,BK_SD5BGKMQ,oscar berg,oskarber109@gmail.com,Boarding,BD,04/04/2024,18:00,10:00,09:05,04:45 PM,Huddinge,email,export_v2,Greta,n/a,French Bulldog,12kg,U,unknown,,,,,,60,,No,,Y,5 ,,2024-04-04,NaN,first visit
132,,Elin Svensson,elinsven889@gmail.com,Grooming,NaN,13-03-2024,08:00 AM,09.00,09:24,17:10,Sthlm,partner,export_v2,,Max,Dachshund,16.0,,anxious,,NaN,handle with care,n/a,5,40,0.25,No,,,2,,12/03/2024,2024/03/14,late pickup fee applied
133,BK_9OQKZ6L6,oscar berg,oscarber281@gmail.com,VET SHUTTLE,VS,2024-04-16,09.00,05:00 PM,09:05,,Huddinge,walk-in,export_v1,Elise,Luna,Beagle,n/a,male,PLAYFUL,antibiotics,NULL,,WELCOME10,,20,25%,0,,yes,n/a,great!,NULL,2024.04.18,
134,BK_K1DE7FDR,Lin Chen,linchen@email.com,DAYCARE,DC,05/32/2024,09:00,11.00,9:26,17.44,,instagram,form,,Max,,37.1,male,calm,n/a,hypoallergenic,NULL,,NULL,25,0.25,n/a,sick dog,no,5,great!,2024.03.29,04/11/2024,late pickup fee applied
135,,,mikaelås@email.com,Grooming,GR,2024.02.03,01:00 PM,03:00 PM,,17:41,STOCKHOLM,insta,sheets,,Coco,NaN,6.5,female,shy,,,NaN,WELCOME10,0,40,,,no show,no,1,,03 Feb 2024,Feb 05 2024,
136,,MIKAEL ÅSTROM,mikaelås792@company.se,Boarding,BD,2024.02.07,06:00 PM,10.00,,17.56,Sthlm,partner,sheets,Hugo,Luna,NULL,38.7,n/a,,none,,,,5,60,25%,,NaN,n/a,,,2024.02.05,2024.02.09,
137,BK_CVMSAK0O, Ella Berg ,n/a,Grooming,GR,2024/03/14,09:00 AM,11:00,09:05,,Sthlm,insta,form,Johan,n/a,mix,,F,unknown,antibiotics,kibble,separate from big dogs,WELCOME10,,40,,,,NaN,1,late pickup,08/03/2024,2024-03-14,late pickup fee applied
138,LEGACY-SXNW3W,fatima khan,fatimakh@email.com,Training,TR,2024/03/20,,15.00,,,Sthlm,instagram,NULL,Clara,Charlie,Beagle,12kg,Unknown,shy,none,n/a,handle with care,NaN,0,n/a,,,,NaN,5,late pickup,03/20/2024,2024.03.21,
139,, FATIMA KHAN ,fatimakh322@outlook.com,Training,TR,2024/03/01,08:00,10:00,,,Huddinge,website,sheets,,Milo,NULL,12kg,female,calm,none,n/a,n/a,WELCOME10,5,35,,,,,4,,2024.02.21,03/03/2024,first visit
140,,Pedro Silva,pedrosil@email.com,Boarding,BD,Feb 02 2024,17:30,09:30,09:05,,NaN,,,Anna,Bella,,unknown,NULL,shy,antibiotics,,NaN,newyear,NULL,60,0.25,No,,Y,4,,NaN,2024.02.04,first visit
141,LEGACY-WLSD4T,EMMA JOHANSSON,emmajoha882@outlook.com,Daycare,DC,17/03/2024,10:00 AM,11:00,08:48 AM,05:59 PM,Huddinge,instagram,sheets,Ida,NULL,Mixed,25.0,U,n/a,,kibble,,VIP5,NaN,25,0.25,no,NULL,,,,2024.03.13,Mar 21 2024,
142,, MARIAM ALI ,NULL,Training,TR,26 Feb 2024,10:00 AM,12:00,NULL,,Stockholm,,,,Rocky,Mixed,NULL,F,playful,,,separate from big dogs,WELCOME10,,NULL,"0,25",YES,NULL,,4,NULL,2024.02.17,2024.02.26,
143,,sara lind,saralind@gmail.com,Boarding,NaN,2024-02-23,17.30,9:30,,,Nacka,website,export_v1,Björn,Charlie,Golden Retriever,12kg,M,,,,,VIP5,10,60,"0,25",,,Y,5 ,NaN,2024-02-22,2024/02/27,first visit
144,,FATIMA KHAN,fatimakh322@outlook.com,Training,TR,2024.03.28,10:00,12:00 PM,NULL,,,instagram,,Johan,Luna,mix,unknown,M,,,hypoallergenic,no treats,,,NULL,"0,25",,sick dog,Y,,late pickup,22/03/2024,03/28/2024,late pickup fee applied
145,,ahmed  ali,ahmedali789@outlook.com,Boarding,BD,02 Feb 2024,19:00,,,05:13 PM,Solna,email,excel,Anna,Rocky,German Shepherd,,M,shy,none,kibble,,WELCOME10,,60,25%,No,,N,,late pickup,2024/01/27,2024-02-05,first visit
146,,ELIN  SVENSSON,elinsven491@email.com,Grooming,GR,2024/02/06,09.00,11:00,,,Huddinge,email,export_v2,Anna,Bella,French Bulldog,,M,calm,,,handle with care,newyear,,40,"0,25",YES,NULL,NaN,NULL,NULL,2024-01-31,06/02/2024,VIP
147,,MIKAEL ÅSTRÖM,mikaelås@email.com,training,TR,05/32/2024,08.00,10:00,09:25 AM,,Stockholm,partner,export_v1,Anna,Max,Husky,n/a,male,unknown,,NULL,handle with care,,,35,"0,25",YES,no show,,,ok,Feb 29 2024,2024/03/03,first visit
148,BK_1VOP8QW8, Mariam Ali ,mariamal123@company.se,Nail Trim,NT,2024-03-06,08:00,25:00,,,Stockholm,,n/a,,,Husky,38.7,M,shy,,hypoallergenic,,newyear,0,15,,no,sick dog,N,,NaN,04/03/2024,08 Mar 2024,late pickup fee applied
149,,,linchen811@email.com,Nail Trim,NT,06/04/2024,09:00 AM,10.00,,,Sthlm,website,export_v2,Björn,Rocky,mix,NULL,Unknown,PLAYFUL,insulin,NULL,,,5,15,"0,25",yes,NaN,n/a,NaN,,03/31/2024,10-04-2024,
150,,Emma Johansson,emmajoha970@company.se,NAIL TRIM,NT,2024/01/26,13.00,09:00 PM,,17.03,Nacka,partner,form,Björn,,Labrador,unknown,M,,,NaN,handle with care,,,,0.25,No,,Y,2,great!,n/a,2024/01/28,
151,LEGACY-DAD38Y,david stone,davidsto@gmail.com,,VS,01/01/2024,n/a,10:00 AM,,,STOCKHOLM,email,form,Björn,Rocky,German Shepherd,unknown,M,aggressive,NaN,,separate from big dogs,WELCOME10,n/a,20,"0,25",yes,weather,Y,NULL,ok,30-12-2023,02/01/2024,
152,,Olivia  Lind,oliviali438@outlook.com,,DC,2024-01-25,09.00,10:00,08.51,17:10,Täby,walk-in,pos_export,Clara,Charlie,,,F,NULL,antibiotics,NaN,,,,25,25%,0,,,,late pickup,25-01-2024,2024/01/29,n/a
153,,Mariam Ali,mariamal@email.com,Boarding,BD,2024-03-07,05:30 PM,08.30,09:23,,,email,export_v2,NaN,Rocky,Labrador,,female,PLAYFUL,insulin,,,,,60,0.25,No,weather,Y,5,,03 Mar 2024,2024.03.09,VIP
154,,Sofia Andersson,sofiaand@gmail.com,vet shuttle,VS,28/01/2024,08:00 AM,10:00 AM,,16.57,Sthlm,email,,Björn,Charlie,Golden Retriever,unknown,Unknown,,none,,,n/a,,20,0.25,,NULL,,5 ,,2024-01-24,01/02/2024,first visit
155,,Elin Svensson,n/a,Vet Shuttle,VS,17/01/2024,08:00 AM,04:00 PM,09:12 AM,NULL,Sthlm,insta,export_v1,Hugo,,mix,,M,n/a,NULL,hypoallergenic,separate from big dogs,,10,20,0.25,No,NaN,yes,NULL,NULL,16-01-2024,22 Jan 2024,late pickup fee applied
156,,LIAM ANDERSSON,liamande293@outlook.com,Nail Trim,NT,2024.02.28,04:00 PM,12:00 AM,,,Solna,walk-in,pos_export,Anna,,mix,,male,n/a,,raw,,newyear,,15,,YES,,,,,NaN,03/01/2024,late pickup fee applied
157,LEGACY-I13UYL,Mikael Åström,NULL,Training,TR,06/03/2024,10.00,18:00,08.53,,Sundbyberg,email,export_v1,,Max,Chihuahua,NaN,U,reactive,,hypoallergenic,,newyear,10,35,25%,no,NULL,,2,great!,2024/02/29,Mar 06 2024,late pickup fee applied
158,n/a,Oskar Berg,oskarber759@company.se,BOARDING,BD,2024.01.06,05:30 PM,08.30,09:05,,Sundbyberg,email,excel,Elise,Bella,Dachshund,unknown,Unknown,n/a,none,NULL,,newyear,5,60,"0,25",,weather,Y,,great!,2023.12.27,2024/01/08,
159,,NOAH ERIKSSON,noaherik618@outlook.com,Training,TR,02-04-2024,10.00,18.00,09:26,NaN,Nacka,website,export_v1,,Coco,mix,12kg,female,n/a,antibiotics,n/a,no treats,VIP5,NULL,35,0.25,YES,n/a,N,,ok,02-04-2024,Apr 05 2024,
160,LEGACY-49MI9Z,Oscar Berg,oscarber@gmail.com,Boarding,BD,Feb 16 2024,18:00,09:00,09:08,17:10,,email,sheets,Hugo,Max,MIXED,,M,reactive,NULL,NULL,,,NaN,60,,yes,n/a,N,1,,14 Feb 2024,2024-02-16,
161,,Ana García,,Grooming,GR,22-02-2024,09.00,11:00,08.49,17:10,Nacka,,form,,,Dachshund,12kg,female,NaN,,hypoallergenic,,n/a,0,40,25%,0,weather,N,,,Feb 14 2024,25-02-2024,late pickup fee applied
162,n/a,MARIA LOPEZ,maríalóp@email.com,daycare,DC,05/32/2024,01:00 PM,21.00,,17:10,Stockholm,NULL,sheets,Anna,Max,Poodle,12kg,male,playful,none,,,,,25,,no,no show,,,,2024.04.15,2024-04-22,first visit
163,LEGACY-LLGRCU,Mikael ÅSTROM,mikaelås734@outlook.com,Grooming,GR,,09:00,10:00 AM,,,Sthlm,website,form,,Coco,mix,,male,n/a,n/a,hypoallergenic,handle with care,VIP5,,40,0.25,,weather,NaN,5 ,,04 Feb 2024,,
164,,LUIS PÉREZ,luispere582@gmail.com,Nail Trim,NT,Feb 10 2024,10.00,12:00,09:05,n/a,Sthlm,,excel,Felix,Charlie,mix,unknown,U,aggressive,n/a,,NULL,,5,15,"0,25",yes,,yes,,,Feb 08 2024,2024-02-13,NULL
165,LEGACY-RXRMJO,ahmed ali,ahmedali255@outlook.com,VET SHUTTLE,VS,01/05/2024,09:00,11:0,,17.14,,,,Elise,Charlie,French Bulldog,unknown,U,PLAYFUL,,NULL,no treats,,,20,,0,sick dog,,1,,02/01/2024,2024-01-09,NaN
166,LEGACY-BW677L,NaN,jonasnil31@outlook.com,Boarding,n/a,29/03/2024,07:00 PM,11.00,09:05,17:10,Sundbyberg,website,,,Charlie,Dachshund,,female,shy,insulin,NULL,n/a,,NULL,60,"0,25",YES,sick dog,no,,,28-03-2024,2024-04-03,late pickup fee applied
167,,AHMED ALI,ahmedali81@company.se,Training,TR,Apr 14 2024,13.00,15.00,,,Stockholm,walk-in,n/a,,Luna,French Bulldog,,NaN,anxious,insulin,raw,no treats,WELCOME10,,35,0.25,n/a,weather,,5 ,great!,04/07/2024,17 Apr 2024,
168,LEGACY-SG3N0S,Noah Eriksson,noaherik@gmail.com,,NT,03/05/2024,99:99,18:00,09:31,,Sthlm,phone,export_v1,NULL,,MIXED,,female,calm,insulin,hypoallergenic,separate from big dogs,NaN,,15,,YES,sick dog,no,4,n/a,24-02-2024,08 Mar 2024,
169,,Luis Perez,,Daycare,DC,2024/02/19,10:00 AM,11.00,09:15,n/a,Stockholm,instagram,pos_export,Björn,NaN,Labrador,,Unknown,NaN,,NaN,separate from big dogs,,n/a,25,0.25,NaN,,yes,,late pickup,Feb 09 2024,2024-23-02,n/a
170,, PEDRO SILVA ,pedrosil440@email.com,Grooming,GR,29/01/2024,13.00,09:00 PM,,,Stockholm,website,pos_export,Björn,Rocky,Poodle,,F,n/a,antibiotics,kibble,,newyear,5,40,25%,No,,NaN,3,NULL,20-01-2024,Feb 03 2024,
171,,NORA HANSEN,norahans10@email.com,Daycare,DC,NULL,09.00,11:00 AM,09:16 AM,n/a,Solna,website,export_v1,Anna,Bella,Husky,unknown,M,shy,insulin,,,newyear,10,25,,1,weather,no,NULL,,23/04/2024,Apr 25 2024,first visit
172,BK_9G5HG5UG,Nora Hansen,norahans@email.com,Boarding,BD,26-01-2024,07:00 PM,11:00,09:05,,Huddinge,phone,pos_export,David,Luna,Labrador,12kg,female,playful,none,NaN,n/a,n/a,0,60,"0,25",,NaN,yes,5,great!,Jan 25 2024,27-01-2024,late pickup fee applied
173,BK_A3VO06V5,FATIMA KHAN,fatimakh27@email.com,training,TR,2024-04-19,10:00 AM,11.00,9:27,,NULL,walk-in,form,Hugo,,German Shepherd,12kg,F,shy,none,,,,n/a,35,"0,25",0,no show,,,,13 Apr 2024,23 Apr 2024,
174,, Mariam Ali ,mariamal@email.com,Daycare,DC,06/02/2024,10:00,NaN,09:05,,Stockholm,website,pos_export,Felix,Charlie,,,Unknown,,,kibble,,,10,25,25%,YES,NULL,NULL,5 ,late pickup,2024.01.30,2024/02/10,first visit
175,,NORA HANSEN,norahans581@company.se,NAIL TRIM,,2024.01.05,13.00,,,n/a,Sundbyberg,email,sheets,NaN,Milo,Chihuahua,12kg,male,n/a,none,,handle with care,,10,,,,weather,,,,NULL,Jan 06 2024,
176,BK_BW1GIX5H,LIN CHEN,linchen129@outlook.com,n/a,VS,2024-03-27,09:00 AM,10:00 AM,09:05,05:14 PM,Sthlm,IG,export_v1,Hugo,Milo,German Shepherd,,U,shy,none,raw,,newyear,5,NaN,"0,25",NaN,n/a,yes,,NULL,2024/03/21,2024/03/29,VIP
177,BK_70W1PFXM,Oscar Berg,n/a,Nail Trim,NT,16-03-2024,10:00 AM,n/a,,,Stockholm,partner,form,Greta,,German Shepherd,NaN,female,calm,,,,VIP5,,15,0.25,1,sick dog,,,,Mar 06 2024,16-03-2024,NULL
178,,Emma  Johansson,emmajoha203@gmail.com,Boarding,n/a,12-03-2024,05:30 PM,8:30,NaN,17.17,Solna,website,excel,David,Max,French Bulldog,12kg,,,insulin,,handle with care,,10,60,,,NaN,Y,,NULL,2024.03.08,16 Mar 2024,
179,LEGACY-8LSMG9,OLIVIA  LIND,oliviali438@outlook.com,GROOMING,GR,04/08/2024,10:00,06:00 PM,09:05,,Solna,website,export_v2,Ida,,Beagle,11.0,U,anxious,,kibble,,WELCOME10,n/a,40,,,n/a,yes,NaN,NaN,2024-03-30,09 Apr 2024,first visit
180,NULL,Fatima Khan,fatimakh@gmail.com,Vet Shuttle,n/a,11/02/2024,13.00,03:00 PM,,17:10,Huddinge,n/a,export_v2,Clara,,mix,,U,aggressive,antibiotics,NaN,handle with care,WELCOME10,,20,,,n/a,,2,great!,03 Feb 2024,2024-02-13,VIP
181,,Sofia Andersson,sofiaand369@gmail.com,VET SHUTTLE,VS,03-03-2024,09.00,17.00,,,NaN,walk-in,export_v2,,Bella,French Bulldog,16.5,F,,antibiotics,hypoallergenic,NaN,VIP5,10,20,"0,25",,NaN,,NULL,late pickup,2024-02-24,NULL,first visit
182,LEGACY-3SCPQ4,Lin Chen,linchen129@outlook.com,Nail Trim,NT,2024/04/03,09:00 AM,10.00,,17.40,Stockholm,phone,NaN,,Bella,German Shepherd,,female,n/a,none,,separate from big dogs,,NaN,15,25%,1,n/a,n/a,n/a,,01 Apr 2024,04/04/2024,late pickup fee applied
183,,Sofia Andersson,,training,TR,Apr 19 2024,01:00 PM,21:00,,17:10,Solna,website,form,,Bella,mix,,M,,none,NaN,separate from big dogs,newyear,5,35,"0,25",yes,sick dog,,4,NaN,Apr 13 2024,2024.04.20,VIP
184,,SOFIA  ANDERSSON,sofiaand850@gmail.com,Grooming,GR,04/11/2024,04:00 PM,06:00 PM,09.03,05:10 PM,Stockholm,phone,form,David,Max,Mixed,35.0,F,aggressive,antibiotics,kibble,,,NaN,40,0.25,No,n/a,no,,,09 Apr 2024,13-04-2024,NULL
185,LEGACY-3N36J8,NOAH  ERIKSSON,noaherik581@email.com,Daycare,DC,2024/04/13,09:00,17:00,NULL,,Sundbyberg,phone,export_v2,Elise,Max,,38.1,Unknown,n/a,,hypoallergenic,,,,25,0.25,1,no show,NaN,,late pickup,2024-04-13,2024-04-16,
186,, OSCAR BERG ,oscarber791@outlook.com,nail trim,NT,02/07/2024,09:00 AM,17:00,09:05,16:35,Huddinge,phone,sheets,Hugo,Luna,NULL,unknown,M,playful,NaN,NULL,,newyear,10%,15,0.25,no,,yes,4,great!,2024-02-02,2024.02.08,NULL
187,BK_PE7PKUBX,ella berg,ellaberg709@gmail.com,NAIL TRIM,NT,27 Apr 2024,NaN,14:00,09:15,17.34,Stockholm,partner,,NaN,,mix,,M,shy,,NULL,separate from big dogs,VIP5,0,15,"0,25",YES,,,2,late pickup,NaN,May 02 2024,
188,,Ahmed Ali,ahmedali@gmail.com,BOARDING,BD,2024.03.14,18:00,10:0,09:36 AM,,STOCKHOLM,website,sheets,Ida,,mix,12kg,U,,NULL,n/a,NaN,NaN,10,60,,No,weather,Y,NaN,late pickup,2024.03.09,2024/03/17,
189,,olivia lind,oliviali@gmail.com,,GR,09/04/2024,13:00,15.00,,17:10,Sundbyberg,,export_v2,,Max,,,female,playful,antibiotics,hypoallergenic,no treats,n/a,NULL,NULL,25%,0,sick dog,,,NULL,2024.04.01,2024/04/14,
190,,OLIVIA  LIND,oliviali438@outlook.com,Grooming,GR,01/05/2024,10.00,11:00 AM,,NULL,Täby,insta,excel,Felix,Rocky,Labrador,,female,anxious,none,raw,,,0,40,"0,25",0,weather,,,NaN,01/04/2024,2024-01-10,late pickup fee applied
191,BK_YCFZ61I3,ELIN SVENSSON,NaN,Vet Shuttle,VS,03/24/2024,10:00,18:0,09:05,17:45,Huddinge,website,form,Björn,,,,male,,,,,newyear,,20,0.25,,no show,,,NaN,,27/03/2024,first visit
192,LEGACY-N8MZ51,ELLA  BERG,ellaberg691@outlook.com,Vet Shuttle,VS,2024-03-29,09:00 AM,11:00 AM,09:05,17.25,Nacka,website,sheets,Greta,,Golden Retriever,,Unknown,,none,,separate from big dogs,newyear,10%,20,,0,,yes,,ok,20-03-2024,Apr 03 2024,late pickup fee applied
193,BK_WQU08F87,david stone,davidsto885@company.se,nail trim,NT,2024/03/14,08.00,16:00,09.19,05:17 PM,,,export_v2,,,Dachshund,,F,unknown,,kibble,,,n/a,15,,no,n/a,no,,ok,11-03-2024,Mar 15 2024,
194,,Sara Lind,saralind733@gmail.com,nail trim,NT,2024-02-20,16.00,06:00 PM,,NULL,Täby,phone,excel,Felix,Rocky,Husky,31.2,F,anxious,,,NaN,WELCOME10,10%,15,0.25,yes,,no,2,,16-02-2024,2024/02/20,first visit
195,LEGACY-2XAZWM,Jonas Nilsson,jonasnil@email.com,GROOMING,GR,2024-03-21,10.00,12:00 PM,08:45 AM,NULL,Huddinge,partner,NULL,,Bella,Golden Retriever,,Unknown,unknown,antibiotics,,,,5,40,,,,,3,n/a,Mar 20 2024,Mar 25 2024,NaN
196,LEGACY-N8OY7G,SOFIA ANDERSSON,sofiaand221@company.se,vet shuttle,VS,2024-04-21,01:00 PM,14.00,09:09,05:17 PM,Stockholm,insta,,NULL,NaN,Poodle,,female,aggressive,n/a,,no treats,,5,20,"0,25",NaN,,Y,,late pickup,2024/04/14,2024.04.21,
197,,Olivia Lind,oliviali224@outlook.com,Vet Shuttle,VS,2024/04/05,10:00 AM,11:00 AM,09:17,NaN,Sthlm,insta,n/a,Anna,Rocky,Mixed,,female,calm,,kibble,,VIP5,,20,,0,,no,4,,04/02/2024,2024/04/09,late pickup fee applied
